FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
26889		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Mean thickness of insula (right hemisphere)	Continuous
26890		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of bankssts (right hemisphere)	Continuous
26891		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalanteriorcingulate (right hemisphere)	Continuous
26892		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of caudalmiddlefrontal (right hemisphere)	Continuous
26893		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of cuneus (right hemisphere)	Continuous
26894		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of entorhinal (right hemisphere)	Continuous
26895		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of fusiform (right hemisphere)	Continuous
26896		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiorparietal (right hemisphere)	Continuous
26897		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of inferiortemporal (right hemisphere)	Continuous
26898		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of isthmuscingulate (right hemisphere)	Continuous
26899		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateraloccipital (right hemisphere)	Continuous
26900		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lateralorbitofrontal (right hemisphere)	Continuous
26901		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of lingual (right hemisphere)	Continuous
26902		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of medialorbitofrontal (right hemisphere)	Continuous
26903		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of middletemporal (right hemisphere)	Continuous
26904		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parahippocampal (right hemisphere)	Continuous
26905		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of paracentral (right hemisphere)	Continuous
26906		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsopercularis (right hemisphere)	Continuous
26907		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parsorbitalis (right hemisphere)	Continuous
26908		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of parstriangularis (right hemisphere)	Continuous
26909		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of pericalcarine (right hemisphere)	Continuous
26910		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of postcentral (right hemisphere)	Continuous
26911		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of posteriorcingulate (right hemisphere)	Continuous
26912		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precentral (right hemisphere)	Continuous
26913		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of precuneus (right hemisphere)	Continuous
26914		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralanteriorcingulate (right hemisphere)	Continuous
26915		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of rostralmiddlefrontal (right hemisphere)	Continuous
26916		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorfrontal (right hemisphere)	Continuous
26917		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiorparietal (right hemisphere)	Continuous
26918		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of superiortemporal (right hemisphere)	Continuous
26919		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of supramarginal (right hemisphere)	Continuous
26920		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of frontalpole (right hemisphere)	Continuous
26921		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of transversetemporal (right hemisphere)	Continuous
26922		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan white	192	Volume of insula (right hemisphere)	Continuous
26923		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of TotalSurface (left hemisphere)	Continuous
26924		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of bankssts (left hemisphere)	Continuous
26925		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of caudalanteriorcingulate (left hemisphere)	Continuous
26926		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of caudalmiddlefrontal (left hemisphere)	Continuous
26927		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of cuneus (left hemisphere)	Continuous
26928		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of entorhinal (left hemisphere)	Continuous
26929		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of fusiform (left hemisphere)	Continuous
26930		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of inferiorparietal (left hemisphere)	Continuous
26931		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of inferiortemporal (left hemisphere)	Continuous
26932		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of isthmuscingulate (left hemisphere)	Continuous
26933		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lateraloccipital (left hemisphere)	Continuous
26934		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lateralorbitofrontal (left hemisphere)	Continuous
26935		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lingual (left hemisphere)	Continuous
26936		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of medialorbitofrontal (left hemisphere)	Continuous
26937		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of middletemporal (left hemisphere)	Continuous
26938		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of parahippocampal (left hemisphere)	Continuous
26939		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of paracentral (left hemisphere)	Continuous
26940		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of parsopercularis (left hemisphere)	Continuous
26941		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of parsorbitalis (left hemisphere)	Continuous
26942		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of parstriangularis (left hemisphere)	Continuous
26943		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of pericalcarine (left hemisphere)	Continuous
26944		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of postcentral (left hemisphere)	Continuous
26945		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of posteriorcingulate (left hemisphere)	Continuous
26946		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of precentral (left hemisphere)	Continuous
26947		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of precuneus (left hemisphere)	Continuous
26948		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of rostralanteriorcingulate (left hemisphere)	Continuous
26949		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of rostralmiddlefrontal (left hemisphere)	Continuous
26950		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of superiorfrontal (left hemisphere)	Continuous
26951		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of superiorparietal (left hemisphere)	Continuous
26952		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of superiortemporal (left hemisphere)	Continuous
26953		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of supramarginal (left hemisphere)	Continuous
26954		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of frontalpole (left hemisphere)	Continuous
26955		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of transversetemporal (left hemisphere)	Continuous
26956		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of TotalSurface (right hemisphere)	Continuous
26957		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of bankssts (right hemisphere)	Continuous
26958		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of caudalanteriorcingulate (right hemisphere)	Continuous
26959		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of caudalmiddlefrontal (right hemisphere)	Continuous
26960		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of cuneus (right hemisphere)	Continuous
26961		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of entorhinal (right hemisphere)	Continuous
26962		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of fusiform (right hemisphere)	Continuous
26963		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of inferiorparietal (right hemisphere)	Continuous
26964		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of inferiortemporal (right hemisphere)	Continuous
26965		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of isthmuscingulate (right hemisphere)	Continuous
26966		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lateraloccipital (right hemisphere)	Continuous
26967		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lateralorbitofrontal (right hemisphere)	Continuous
26968		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of lingual (right hemisphere)	Continuous
26969		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of medialorbitofrontal (right hemisphere)	Continuous
26970		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of middletemporal (right hemisphere)	Continuous
26971		YES					Assessment centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer desikan pial	193	Area of parahippocampal (right hemisphere)	Continuous
